Topic,Count,Name,Representation,Representative_Docs
67,130,67_sauna_jacuzzi_pool sauna_steam,"['sauna', 'jacuzzi', 'pool sauna', 'steam', 'pool', 'sauna steam', 'steam room', 'swimming pool', 'swimming', 'gym', 'jacuzzi bath', 'spa', 'gym sauna', 'nice', 'bath']","['the wifi the beds were so comfy the swimming pool the sauna and steam facilities the gym everything really', 'the pool was good and the sauna and steam room and the jacuzzi the room was spacious', 'very friendly staff and the pool sauna was nice']"
68,129,68_oxford_oxford street_street_circus,"['oxford', 'oxford street', 'street', 'circus', 'arch', 'marble arch', 'marble', 'oxford st', 'walk oxford', 'shopping', 'st', 'street location', 'walk', 'regent', 'street shopping']","['great location for shopping on oxford street', 'good location for oxford street comfortable room and friendly staff', 'great location to oxford street etc']"
69,124,69_breakfast_good breakfast_breakfast location_location good,"['breakfast', 'good breakfast', 'breakfast location', 'location good', 'breakfast good', 'good', 'location', 'location breakfast', 'excellent breakfast', 'good location', 'great breakfast', 'nice breakfast', 'central location', 'choice', 'choice breakfast']","['very good central location good breakfast', 'excellent location good breakfast even though this was extra on the bill', 'very good location good breakfast 10eur']"
70,122,70_value_value money_money_good value,"['value', 'value money', 'money', 'good value', 'money great', 'great value', 'price', 'money good', 'excellent value', 'money excellent', 'location good', 'money location', 'great location', 'location', 'good']","['great location good value for money', 'great location and good value for money', 'great location good value for money']"
71,120,71_gare_nord_gare du_du nord,"['gare', 'nord', 'gare du', 'du nord', 'du', 'eurostar', 'close gare', 'est', 'gare est', 'st pancras', 'pancras', 'opposite', 'station', 'train', 'convenient']","['opposite the gare du nord station so convinient for the eurostar', 'great location for gare du nord and very well refurbished', 'good location just in front of gare du nord']"
72,112,72_metro_metro station_close metro_station,"['metro', 'metro station', 'close metro', 'station', 'near metro', 'close', 'metro staff', 'right metro', 'near', 'station friendly', 'friendly', 'friendly staff', 'station close', 'staff', 'helpful']","['staff were very friendly good location very close to the metro station', 'very friendly and helpful staff great location near metro station', 'friendly staff and location close to metro station']"
73,111,73_covent_covent garden_garden_trafalgar square,"['covent', 'covent garden', 'garden', 'trafalgar square', 'trafalgar', 'theatre', 'square', 'theatres', 'theatre land', 'land', 'walk covent', 'west end', 'west', 'walk', 'end']","['the location close to covent garden and the metro station', 'very near covent garden and nice staff', 'close to covent garden but not too close']"
74,111,74_louvre_notre_notre dame_dame,"['louvre', 'notre', 'notre dame', 'dame', 'seine', 'distance louvre', 'orsay', 'walk', 'paris', 'latin', 'walking', 'opera', 'walking distance', 'distance', 'metro']","['location was perfect steps from notre dame and short walk over the bridge to heart of paris walking distance to louvre great restaurants steps away quaint set up', 'excellent breakfast excellent location right between notre dame and pantheon could see top of notre dame from balcony', 'hotel is close to louvre museum and cath drale notre dame']"
75,108,75_balcony_view_room balcony_view room,"['balcony', 'view', 'room balcony', 'view room', 'floor', 'nice view', 'balcony great', 'view balcony', 'view city', 'room view', 'room', 'city view', 'room floor', 'views', 'great view']","['very comfortable and clean room balcony was a little plus', 'the excellent location the balcony worh the great view the atention of the staff', 'great balcony great view welcomming reception staff']"
76,105,76_building_interior_decor_modern,"['building', 'interior', 'decor', 'modern', 'design', 'interior design', 'beautiful building', 'building beautiful', 'great decor', 'history', 'interior decor', 'beautiful', 'clean modern', 'original', 'decor clean']","['i love the interior design the cleanliness and the attention to detail', 'location is amazing and the building architecture and interior are so nice', 'the building and interior decor is beautiful and in keeping with its history']"
77,104,77_victoria_victoria station_station_buckingham,"['victoria', 'victoria station', 'station', 'buckingham', 'buckingham palace', 'palace', 'gatwick', 'walk', 'walking', 'close', 'mins', 'walking distance', 'distance', 'station easy', 'easy']","['excellent hotell near victoria station and buckingham palace love it', 'location right next to victoria station the reception staff were very friendly', 'great location next to victoria station and superb entrance']"
78,104,78_london_central london_breakfast_breakfast good,"['london', 'central london', 'breakfast', 'breakfast good', 'london breakfast', 'central', 'london location', 'london staff', 'tower london', 'included', 'good', 'choice', 'great breakfast', 'tube', 'nice breakfast']","['excellent breakfast for choice and timings to enable me to eat before my meetings began the location in central london is fabulous', 'clean and comfortable room in a great central london location good breakfast included in rate', 'excellent breakfast and great location for central london']"
79,104,79_milano_centrale_station_centrale train,"['milano', 'centrale', 'station', 'centrale train', 'train', 'minutes', 'close', 'railway station', 'milan', 'railway', 'stay', 'train station', 'italy', 'center', 'just']","['very good location close to milano centrale clean room', 'located int he very central wasy to get to everywhere in milano', 'location very close to milano centrale very good breakfast']"
80,103,80_ramblas_la_rambla_las,"['ramblas', 'la', 'rambla', 'las', 'las ramblas', 'la rambla', 'la ramblas', 'walk', 'plaza', 'walk la', 'walking', 'minutes', 'away', 'walk las', 'just']","['perfect location in la rambla close to everything', 'large room rm 102 great location for las ramblas', 'great location just off las ramblas convenient to everything']"
81,101,81_albert hall_albert_hall_royal albert,"['albert hall', 'albert', 'hall', 'royal albert', 'royal', 'museums', 'location royal', 'museum', 'kensington', 'natural history', 'natural', 'history museum', 'hall location', 'history', 'science']","['good location close to royal albert hall for proms', 'location v close to royal albert hall', 'location good for the the royal albert hall']"
82,101,82_hotel clean_helpful hotel_hotel_clean,"['hotel clean', 'helpful hotel', 'hotel', 'clean', 'staff', 'helpful', 'hotel staff', 'clean staff', 'staff friendly', 'class staff', 'welcoming', 'friendly', 'staff helpful', 'friendly helpful', 'hotel class']","['the staff were friendly and helpful and the hotel was clean and well furnished', 'the staff were friendly and helpful the hotel was clean tidy and comfortable the room was perfect', 'staff were helpful hotel was clean t in the afternoon was complimentary']"
83,101,83_value_value money_money_good value,"['value', 'value money', 'money', 'good value', 'price', 'location value', 'great value', 'money friendly', 'money staff', 'staff good', 'reasonable', 'location friendly', 'friendly staff', 'location', 'reasonable price']","['very convenient location friendly staff good value for money', 'convenient location friendly staff good value for money', 'good location friendly staff nice value for money']"
84,100,84_euston_euston station_close euston_station,"['euston', 'euston station', 'close euston', 'station', 'location euston', 'walk', 'russell', 'kings cross', 'cross', 'kings', 'close', 'st pancras', 'pancras', 'russell square', 'walking distance']","['it is close the euston station next time i may consider going to ibis', 'staff very friendly and helpful great location right next to euston station', 'location near euston station good']"
85,97,85_beach_close beach_walk beach_walk,"['beach', 'close beach', 'walk beach', 'walk', 'near beach', 'close', 'metro', 'min', 'city', 'shopping', 'shopping mall', 'min walk', 'mins', 'distance beach', 'beach 10']","['rooms were clean and comfortable the hotel is close to the beach with a bus stop just outside', 'enjoyed the area close to beach shops and restaurants', 'excellent location for beach friendly helpful staff']"
86,97,86_metro_close metro_metro station_near metro,"['metro', 'close metro', 'metro station', 'near metro', 'metro clean', 'station', 'close', 'clean', 'near', 'staff clean', 'metro helpful', 'clean rooms', 'clean room', 'metro room', 'station room']","['great staff clean rooms near the metro station', 'very close to metro station good staff and very clean room', 'clean room and good location close to metro station']"
87,96,87_breakfast_breakfast good_breakfast great_good breakfast,"['breakfast', 'breakfast good', 'breakfast great', 'good breakfast', 'location', 'good', 'location good', 'location excellent', 'variety', 'breakfast really', 'location great', 'good location', 'walking', 'enjoyed breakfast', 'great breakfast']","['the location was excellent the facilities are good the breakfast was great', 'the breakfast was great with hot and cold selections and overall all a lot of variety the ladies who ran the breakfast were great especially when it got busy location was great with a major underground stop about 7 minutes walk additionally downtown and many of the major attractions could be reached by walking 20 minutes', 'the location was great breakfast was also good']"
88,95,88_train_attractions_train station_station,"['train', 'attractions', 'train station', 'station', 'close train', 'tourist', 'helpful staff', 'transportation', 'helpful', 'station staff', 'close', 'station helpful', 'staff', 'walking distance', 'distance']","['friendly staff close to train station', 'close to the train station good staff', 'close to the train station good staff']"
89,95,89_breakfast comfortable_comfortable bed_bed_breakfast,"['breakfast comfortable', 'comfortable bed', 'bed', 'breakfast', 'breakfast staff', 'comfy bed', 'comfy', 'beds', 'good breakfast', 'bed friendly', 'comfortable', 'great breakfast', 'bed nice', 'friendly staff', 'comfortable beds']","['friendly helpful staff excellent breakfast comfortable bed', 'friendly staff good breakfast comfortable bed', 'great breakfast very comfortable bed friendly staff good location']"
90,93,90_food_good food_staff good_staff food,"['food', 'good food', 'staff good', 'staff food', 'restaurant', 'friendly staff', 'location food', 'food location', 'good', 'location friendly', 'restaurants', 'location', 'good location', 'food clean', 'staff']","['location friendly staff good food clean room excellent service', 'great location good food and friendly staff', 'excellent location friendly staff good food and extremely clean']"
91,90,91_champs_elysees_champs elysees_arc,"['champs', 'elysees', 'champs elysees', 'arc', 'triomphe', 'arc triomphe', 'elysee', 'champs elysee', 'es', 'near champs', 'walk arc', 'lys es', 'lys', 'champs lys', 'walk']","['good location certainly for the champs elysees', 'room was enough big and location is great champs elysees', 'location at champs elysees friendly and helpful staff good breakfast']"
92,87,92_decor_decoration_decor friendly_interior,"['decor', 'decoration', 'decor friendly', 'interior', 'modern decor', 'friendly staff', 'lovely decor', 'beautiful decor', 'decor great', 'staff', 'great decor', 'decoration staff', 'interior friendly', 'modern', 'staff decor']","['lovely decor friendly staff and nice food', 'lovely modern decor friendly staff excellent location', 'nice modern decor with friendly staff']"
93,87,93_quiet_quiet location_location quiet_street,"['quiet', 'quiet location', 'location quiet', 'street', 'clean quiet', 'busy', 'quiet area', 'quiet place', 'noise', 'quiet great', 'transport', 'location', 'central quiet', 'quiet considering', 'public']","['very friendly welcome clean great location quiet even though my room backed onto busy main road', 'good location and in a quiet area no traffic noise', 'the quiet location within a cul de sac']"
94,86,94_underground_close underground_underground station_near underground,"['underground', 'close underground', 'underground station', 'near underground', 'minutes underground', 'underground location', 'underground staff', 'close', 'station location', 'near', 'station', 'access underground', 'location near', 'distance underground', 'location close']","['the location was very good plus close to the underground', 'staff very friendly and helpful good location very close to underground station', 'location is very close to a multiline underground station']"
95,85,95_food_good food_restaurant_food staff,"['food', 'good food', 'restaurant', 'food staff', 'staff good', 'food clean', 'food restaurant', 'good restaurant', 'staff', 'friendly staff', 'food good', 'friendly', 'food excellent', 'helpful staff', 'great food']","['clean very nice staff good food', 'friendly staff very helpful good food', 'very friendly and helpful staff good food clean rooms']"
96,83,96_facilities_great facilities_good facilities_location facilities,"['facilities', 'great facilities', 'good facilities', 'location facilities', 'facilities great', 'facilities good', 'facilities friendly', 'excellent facilities', 'facilities helpful', 'facilities excellent', 'staff facilities', 'facility', 'helpful staff', 'facilities staff', 'modern facilities']","['excellent location and facilities friendly and helpful staff', 'friendly staff great location great facilities', 'friendly staff excellent location good facilities']"
97,81,97_restaurants_shopping_transport_shops,"['restaurants', 'shopping', 'transport', 'shops', 'close', 'location location', 'public', 'near', 'close location', 'restaurants great', 'shopping areas', 'location', 'distance', 'shopping dining', 'shops restaurants']","['great location with so many good restaurants close by', 'great location near shopping areas and restaurants', 'good location close by to shops and restaurants']"
98,79,98_comfy_bed_comfy bed_beds,"['comfy', 'bed', 'comfy bed', 'beds', 'bed friendly', 'comfortable bed', 'staff comfy', 'staff comfortable', 'comfortable beds', 'bed helpful', 'helpful staff', 'bed lovely', 'comfortable', 'really comfy', 'staff']","['really comfortable bed friendly helpful staff', 'comfortable bed friendly and helpful staff', 'comfortable bed friendly helpful staff']"
99,77,99_reception_reception staff_friendly reception_reception area,"['reception', 'reception staff', 'friendly reception', 'reception area', 'clean reception', 'location reception', 'staff reception', 'clean', 'rooms', 'area', 'area clean', 'excellent reception', 'nice reception', 'service reception', 'clean rooms']","['excellent location nice rooms very friendly reception staff', 'friendly reception staff spacious comfortable rooms', 'great location friendly reception staff clean rooms']"
100,76,100_canary_wharf_canary wharf_ferry,"['canary', 'wharf', 'canary wharf', 'ferry', 'boat', 'river', 'free', 'dlr', 'shuttle', 'thames', 'shuttle service', 'views', 'service', 'view', 'close dlr']","['free boat shuttle to canary wharf', 'ferry to canary wharf great breakfast comfortable bed', 'the location walking distance from canary wharf offices']"
101,76,101_o2_o2 arena_location o2_arena,"['o2', 'o2 arena', 'location o2', 'arena', 'concert', 'close o2', 'cable', 'went', 'cable car', 'event', 'views', 'thames', 'hotel', 'stay', 'spa area']","['very comfortable lovely view of o2 arena thames excellent breakfast', 'excellent location for o2 arena stayed here for concert and caught the cable car across and taxi back', 'excellent location for o2 friendly staff and lively bar']"
102,76,102_gym_good gym_fitness_gym great,"['gym', 'good gym', 'fitness', 'gym great', 'gym facilities', 'great gym', 'machines', 'small gym', 'fitness centre', 'nice gym', 'facilities gym', 'gym good', 'facilities', 'equipment', 'rooms']","['great location good staff clean rooms etc good gym', 'good gym for a hotel good location friendly staff', 'well put together room gym was pretty decent too']"
103,76,103_reception_reception staff_staff reception_breakfast,"['reception', 'reception staff', 'staff reception', 'breakfast', 'good reception', 'reception breakfast', 'breakfast good', 'breakfast great', 'staff', 'reception friendly', 'service reception', 'excellent reception', 'stay breakfast', 'choice', 'breakfast really']","['breakfast was very good staff at reception were helpful and friendly', 'breakfast was good and the reception staff were excellent', 'reception staff were friendly breakfast was good']"
104,73,104_opera_opera house_house_walk opera,"['opera', 'opera house', 'house', 'walk opera', '10', 'schwedenplatz', 'walk', 'minutes', 'min', 'minutes walk', 'walking', 'close opera', 'karlsplatz', 'near', 'location']","['the hotel is in a great location near the opera house and good eating places', 'we were going to royal opera house so the location was fantastic', 'helpful staff great location for the opera and musikverein']"
105,73,105_breakfast_excellent breakfast_friendly staff_breakfast friendly,"['breakfast', 'excellent breakfast', 'friendly staff', 'breakfast friendly', 'nice room', 'location friendly', 'excellent', 'room', 'breakfast location', 'comfortable room', 'excellent location', 'location', 'staff location', 'location great', 'room excellent']","['good location very friendly staff nice room lovely breakfast', 'great location very friendly staff excellent breakfast good size room and bathroom', 'friendly staff nice room and excellent breakfast very good location']"
106,73,106_star_star hotel_stars_hotel star,"['star', 'star hotel', 'stars', 'hotel star', 'stars hotel', 'hotel', 'hotel like', 'like', 'does', 'average', 'like star', 'hotels', 'rating', 'booking com', 'hotel price']","['there s nothing much to like about this place apart from the location 5 star prices for a 2 star hotel', 'mhhhh it was just bearable definitely not 4 star hotel', 'this hotel is not well located and can not be listed under 5 or even 4 star hotel its a 3 star hotel']"
107,68,107_staff helpful_loved_loved location_location staff,"['staff helpful', 'loved', 'loved location', 'location staff', 'location', 'room', 'fantastic staff', 'friendly room', 'helpful room', 'location room', 'staff', 'location fantastic', 'helpful', 'rooms good', 'location excellent']","['the location was excellent the staff was very helpful and friendly the room was spacious', 'we loved the location the staff were very helpful and friendly the rooms extremely comfortable and quiet', 'we loved the location the room was fantastic and the staff helpful and friendly']"
108,68,108_bathroom_bed_comfortable bed_bathroom comfortable,"['bathroom', 'bed', 'comfortable bed', 'bathroom comfortable', 'comfy bed', 'bed clean', 'comfy', 'modern bathroom', 'large', 'bed nice', 'comfortable', 'bathroom good', 'clean bathroom', 'toiletries', 'large bathroom']","['location large bathroom comfortable beds', 'comfy bed clean spacious bathroom', 'comfortable bed clean room nice bathroom good facilities']"
109,66,109_come_staying_definitely come_stay,"['come', 'staying', 'definitely come', 'stay', 'experience', 'soon', 'perfect really', 'enjoyed', 'forward', 'thank', 'perfect', 'year', 'visit', 'thing', 'definitely']","['absolutely everything we are just looking forward to our next visit we normally visit alone but took a friend this time and he absolutely loved everything about it too see ya soon', 'the best yoh can get i would definitely come back', 'everything was perfect thank you we will definitely come back see you soon']"
110,65,110_booking_booking com_com_charged,"['booking', 'booking com', 'com', 'charged', 'booked', 'reservation', 'card', 'told', 'confirmation', 'payment', 'hotel booking', 'days', 'mistake', 'account', 'problem']","['natasha on reception was very kind and helpful i had placed my reservation via booking com a few weeks previous but when i arirved at the hotel they had no confirmation of my reservation as it had not been sent to the kwest team from booking com she 100 looked after me and reassured me contacted booking com and resolved the issue for me', 'there was mistake from booking website i made booking for two kids and two adults abd booking com send me confirmation for 4 but hotel said they have wrong booking when i spoke with booking com they said its our fault but hotel staff accomodate me and gave me proper suite so thanks to staff', 'staff s attitude to provide good services from reception counter to concierge or the maids on 6 may i went to check into the hotel as a 2nd call of my stay 1st call was 4 5 may and i was told that there were double booking with booking com i didn t realize that and asked the reception staff to cancel one for me michael contacted his colleague in other department and told me i had to contact booking com directly since the booking was made there before i could call booking com the guy at the concierge his name is difficult to pronounce proposed to take care of my luggage and gave me a glass of water and told me that everything would be attended and fine this is very good service to comfort your guest he moved me to the business centre room next door where i was able to make a phone call to booking com i informed booking com over phone of my situation and how i by mistake made my own booking twice staff verified the situation and got back to me with email confirming that one of the booking was cancelled without charges this took only 5 10 minutes of the handling and i was happy with their efficient action later i was able to check in and even got upgrade to the club room after i got into my room michale made a follow up call to see if everything went ok in my room how impressive in the evening on the day of my check out 7 may i was dragging my luggage by myself i didn t call staff since it s just on the same floor but then there were few steps of stairs to make and the maid who saw me dragging my big luggage came to help pushing my bag i was surprised to see how staff was attentive to assist their guest over all i surely will recommend this hotel to the others and i will come back to stay there in the future']"
111,65,111_canal_view canal_canal view_view,"['canal', 'view canal', 'canal view', 'view', 'overlooking canal', 'canals', 'overlooking', 'beautiful', 'view room', 'location canal', 'room overlooked', 'dam square', 'dam', 'overlooked', 'views']","['we loved the room we had and it had a beautiful view of the canal the location was great and the staff were great especially robert', 'the canal so close to the seatting area staff always helpful', 'location is amazing one room with view to the canal one without']"
112,64,112_bathroom_comfortable bathroom_bed_comfy bathroom,"['bathroom', 'comfortable bathroom', 'bed', 'comfy bathroom', 'bed comfortable', 'comfy', 'bed comfy', 'really comfy', 'comfortable', 'towels', 'clean bathroom', 'clean bed', 'bed really', 'sheets', 'bathroom nice']","['the bed was really comfy and the bathroom gorgeous', 'bed was really comfy and bathroom was gorgeous', 'the bed was very comfortable bathroom well appointed']"
113,63,113_early_check_arrived_early check,"['early', 'check', 'arrived', 'early check', 'ready', 'room ready', 'room available', 'flight', 'pm', 'arrived early', 'available', 'clock', 'hours', 'check room', '3pm']","['hotel location requested early check in and room was ready so very happy about that', 'we arrived early in the morning about 9 am after a 24 he flight and were given an early check in very much appreciated thank you', 'excellent hotel we requested early check in and the room was ready at 1 pm rather than 3pm staff were amazing']"
114,63,114_second_time_second time_second visit,"['second', 'time', 'second time', 'second visit', 'time hotel', 'stay hotel', 'stay', 'second stay', 'hotel second', 'visit', 'love', 'hotel great', 'hotel', 'come', 'stayed']","['this is the second time we have stayed here it is a great hotel in an excellent location', 'this is the second time i have been to this hotel and every time i am just made welcome and enjoy my stay', 'great ubication second time at the hotel dificult to get by car t']"
115,63,115_court_earls_earls court_court tube,"['court', 'earls', 'earls court', 'court tube', 'court station', 'earl court', 'earl', 'tube', 'walk earls', 'station', 'walk earl', 'tube station', 'near', 'close', 'walk']","['very clean and easily accessible to the earls court tube station', 'if using the tube this hotel is an excellent location close to the earls court station', 'good location in earls court quiet and comfortable']"
116,61,116_museums_museum_close museums_natural,"['museums', 'museum', 'close museums', 'natural', 'natural history', 'museum quarter', 'location museums', 'history museum', 'walk museums', 'history', 'quarter', 'major museums', 'near museums', 'restaurants', 'close']","['staff very helpful and location for museums perfect', 'close to museums subway helpful and friendly staff', 'great location for museums very helpful and friendly staff']"
117,59,117_english_spoke_good english_spoke good,"['english', 'spoke', 'good english', 'spoke good', 'staff spoke', 'excellent english', 'spoke english', 'spoke excellent', 'friendly spoke', 'speak', 'english good', 'foreign', 'speak good', 'great english', 'fluent']","['the air con was brilliant and the staff spoke good english', 'friendly staff excellent service spoke good english too', 'staff spoke good english and really helpful']"
118,58,118_croissants_croissant_fresh_yes,"['croissants', 'croissant', 'fresh', 'yes', 'crispy', 'delicious', 'breakfast', 'tasty', 'breakfast choice', 'yogurt', 'pastry', 'extra', 'choice', 'yummy', 'breakfast good']","['great location delicious breakfast with excellent croissants and awesome coffee', 'croissants amazing staff was very helpful and incredible', 'excellent breakfast and yes croissants were delicious']"
119,58,119_theatre_theatres_location theatre_west end,"['theatre', 'theatres', 'location theatre', 'west end', 'west', 'location theatres', 'end', 'tickets', 'theaters', 'theater', 'theatre land', 'land', 'ideal', 'location ideal', 'wanted']","['it was right on top of the theatres in the heart of the west end', 'excellent location for theatre front desk staff very helpful', 'excellent for attending west end theatre']"
120,58,120_receptionist_receptionists_receptionist helpful_polite,"['receptionist', 'receptionists', 'receptionist helpful', 'polite', 'helpful', 'specially', 'outstanding', 'kind', 'helpful kind', 'helpful receptionists', 'male', 'welcoming', 'shift', 'face', 'extremely']","['the staff was very nice specially the receptionist in the morning', 'staff is very nice the receptionist chan was very helpful', 'alexander the receptionist was brilliant kind and helpful']"
121,57,121_kensington_kensington high_high street_kensington gardens,"['kensington', 'kensington high', 'high street', 'kensington gardens', 'high', 'gardens', 'south kensington', 'walk kensington', 'park', 'tube', 'south', 'high st', 'kensington palace', 'street', 'kensington tube']","['great location for kensington everything within walking distance', 'the location is perfect as its just off kensington high street', 'close to the tube and kensington high street']"
122,57,122_noise_quiet_noisy_quiet room,"['noise', 'quiet', 'noisy', 'quiet room', 'location quiet', 'isolation', 'room', 'room quiet', 'noise outside', 'location location', 'really quiet', 'street', 'double windows', 'quiet location', 'location']","['great room right next to the helipad but with superb sound isolation meaning you there was no noise from the outside at all', 'room size was good perfect location very quiet no street noise but could hear people in the next room chatting coughing etc', 'great location very central yet our room was quiet and we couldn t hear any noise from outside was upgraded to a room with a beautiful balcony overlooking the backs of the properties and their courtyards the welcome glass of cava is a nice touch too']"
123,57,123_catalunya_placa_plaza catalunya_plaza,"['catalunya', 'placa', 'plaza catalunya', 'plaza', 'placa catalunya', 'pla', 'rambla', 'la', 'metro', 'la rambla', 'ramblas', 'aerobus', 'walk', 'tour', 'buses']","['great location close to placa catalunya and many very nice restaurants', 'great location near plaza catalunya', 'very close to plaza catalunya and a very nice staff']"
124,55,124_pool_beds_swimming_pool area,"['pool', 'beds', 'swimming', 'pool area', 'bed', 'comfy', 'swimming pool', 'good pool', 'great pool', 'rooftop pool', 'rooftop', 'pool comfortable', 'roof', 'beds comfortable', 'pool bar']","['the swimming pool and massaging really liked the beds were very comfortable', 'beds were good swimming pool also', 'bed very comfortable swimming pool great location great']"
125,52,125_towels_fresh towels_fluffy_everyday,"['towels', 'fresh towels', 'fluffy', 'everyday', 'towel', 'fluffy towels', 'heated towel', 'heated', 'clean towels', 'clean fresh', 'day', 'good towels', 'location bathroom', 'toiletries', 'changed day']","['clean towels everyday staff very helpful', 'the cleanliness and fresh towels everyday staff were also helpful', 'location friendly staff bedding and towels']"
126,51,126_tube_tube station_close tube_station,"['tube', 'tube station', 'close tube', 'station', 'near tube', 'breakfast', 'distance tube', 'tube good', 'good breakfast', 'close', 'tube stations', 'tube bus', 'breakfast great', 'station nice', 'good']","['good breakfast options check in at 1030am friendly staff close to tube station', 'good breakfast great location for museums and close to tube station', 'close to a tube station nice breakfast']"
127,50,127_bed_comfortable staff_beds comfortable_comfortable,"['bed', 'comfortable staff', 'beds comfortable', 'comfortable', 'beds', 'comfy', 'bed comfortable', 'comfy staff', 'staff friendly', 'room nice', 'friendly bed', 'bed really', 'comfortable room', 'room', 'bed staff']","['bed was very comfortable staff was very friendly room was quiet', 'the room was lovely the bed was really comfy and the staff were excellent', 'the room was nice and clean and bed was really comfy staff were very helpful and friendly too']"
